,label,text
463,1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
1528,0,No screaming means shouting..
4673,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
443,0,Oic... I saw him too but i tot he din c me... I found a group liao...
4236,1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
2802,0,Depends on where u going lor.
333,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
1305,0,Your right! I'll make the appointment right now.
1032,0,Yup bathe liao...
2275,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
4266,0, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
1777,1,Call FREEPHONE 0800 542 0578 now!
4087,0,Lemme know when you're here
55,0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
622,0,Good words.... But words may leave u in dismay many times.
3878,0,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
1013,0,I dunno they close oredi not... Ü v ma fan...
1569,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3500,0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
4456,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
3080,0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
430,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
3404,0,Good night my dear.. Sleepwell&amp;Take care
2125,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
1593,0,Will it help if we propose going back again tomorrow
3177,0,Havent still waitin as usual... Ü come back sch oredi?
4675,0,I'm leaving my house now.
4095,0,how are you? I miss you!
1225,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
3920,0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
5309,0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
2273,0,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
3461,0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
4599,0,I'm stuck in da middle of da row on da right hand side of da lt... 
4526,0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
1726,0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
1620,0,Friends that u can stay on fb chat with
4411,0,You also didnt get na hi hi hi hi hi
1433,0,Thanks for ve lovely wisheds. You rock
1194,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
854,0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
785,0,Dont think so. It turns off like randomlly within 5min of opening
4401,0,Juz go google n search 4 qet...
670,0,Did u receive my msg?
4779,0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
3122,0,Small problem in auction:)punj now asking tiwary
2427,1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
2286,0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
4488,0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
1671,0,Lmao!nice 1
4292,0,Call me when u're done...
2541,0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
3887,0,"Same, I'm at my great aunts anniversary party in tarpon springs"
1784,0,No dear i do have free messages without any recharge. Hi hi hi
478,0,Tension ah?what machi?any problem?
3585,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
2025,0,U having lunch alone? I now so bored...
5391,0,Watching ajith film ah?
3033,0,Jokin only lar... :-) depends on which phone my father can get lor...
2129,0,Well I'm going to be an aunty!
2562,0,And maybe some pressies
2957,0,Yes there were many sweets
3067,1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
1428,0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
669,0,Have a good evening! Ttyl
393,0,Morning only i can ok.
528,0,Yes! How is a pretty lady like you single?
3638,0,You know what hook up means right?
2507,0,Who u talking about?
3425,1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
4036,1,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
1781,1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
5018,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
3926,0,As if i wasn't having enough trouble sleeping.
4487,0,have * good weekend.
4935,0,Hey do you want anything to buy:)
3614,0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
3261,0,I'm always looking for an excuse to be in the city.
5,1,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
1837,0,Are you wet right now?
4324,0,Aight well keep me informed
4745,0,Thinking of u ;) x
2029,0,Kallis is ready for bat in 2nd innings
1027,0,Yes da. Any plm at ur office
4175,0,And pls pls drink plenty plenty water
4112,1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
2554,0,Ü give me some time to walk there.
1145,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
5528,0,Its just the effect of irritation. Just ignore it
2625,0,S da..al r above  &lt;#&gt;
1678,0,Lol where do u come up with these ideas?
812,0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
2570,0,Ultimately tor motive tui achieve korli.
351,0,"Nah can't help you there, I've never had an iphone"
73,0,K..k:)where are you?how did you performed?
5081,0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
3144,0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
2355,0,R we going with the  &lt;#&gt;  bus?
5221,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
360,0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
4555,0,Try to do something dear. You read something for exams
5152,0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
2365,0,Ok then no need to tell me anything i am going to sleep good night
2926,0,Are you coming to day for class.
2281,0,R ü comin back for dinner?
332,0,Maybe i could get book out tomo then return it immediately ..? Or something.
1657,0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
4358,0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
141,0,"K, text me when you're on the way"
730,0,Dunno y u ask me.
3683,0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
250,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1695,0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
209,0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
484,0,Thank you baby! I cant wait to taste the real thing...
909,0,WHITE FUDGE OREOS ARE IN STORES
4042,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
3548,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
220,0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
5311,0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
4714,0,Big brother‘s really scraped the barrel with this shower of social misfits
1405,0,Actually getting ready to leave the house.
1316,0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
1188,0,There's no point hangin on to mr not right if he's not makin u happy
3368,0,Hey what are you doing. Y no reply pa..
514,0,No..jst change tat only..
3946,0,I will be gentle princess! We will make sweet gentle love...
1530,0,Should I have picked up a receipt or something earlier
4939,0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
534,0,I'll be late...
4482,0,No..its ful of song lyrics..
5280,0,"Vikky, come around  &lt;TIME&gt; .."
4984,0,Networking job is there.
5148,0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
1300,0,Great to hear you are settling well. So what's happenin wit ola?
929,0,Oh all have to come ah?
5522,0,Thats cool. I want to please you...
4601,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
1473,0,"Just sent you an email – to an address with incomm in it, is that right?"
5240,0,"Gud gud..k, chikku tke care.. sleep well gud nyt"
